id,BIO_anno,class
370,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
371,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
372,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
373,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
374,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
375,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
376,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
377,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
378,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
379,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
380,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
381,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
382,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
383,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
384,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
385,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
386,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
387,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
388,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
389,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
390,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
391,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
392,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
393,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
394,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
395,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
396,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
397,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
398,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
399,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
400,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
401,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
402,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
403,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
404,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
405,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
406,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
407,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
408,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
409,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
410,B-BANK B-BANK B-BANK B-BANK B-BANK,2
411,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
412,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
413,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
414,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
415,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
416,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
417,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
418,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
419,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
420,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
421,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
422,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
423,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
424,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
425,B-BANK B-BANK B-BANK B-BANK,2
426,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
427,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
428,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
429,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
430,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
431,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
432,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
433,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
434,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
435,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
436,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
437,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
438,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
439,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
440,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
441,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
442,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
443,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
444,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
445,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
446,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
447,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
448,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
449,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
450,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
451,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
452,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
453,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
454,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
455,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
456,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
457,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
458,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
459,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
460,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
461,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
462,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
463,B-BANK B-BANK B-BANK,2
464,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
465,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
466,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
467,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
468,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
469,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
470,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
471,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
472,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
473,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
474,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
475,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
476,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
477,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
478,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
479,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
480,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
481,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
482,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
483,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
484,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
485,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
486,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
487,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
488,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
489,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
